gender,education,age,political_ideology,household_income,marital_status,religion,race
2,5,43,5,21,1,2,1
1,4,-9,5,-9,1,12,5
2,2,46,4,11,1,2,1
2,3,80,99,15,6,12,3
2,4,36,2,22,1,12,1
1,5,48,3,17,4,7,6
1,3,29,4,11,1,12,3
1,2,66,99,4,6,2,1
2,4,69,2,5,4,1,1
1,5,80,3,13,6,12,1
1,3,61,5,5,6,12,1
2,4,50,4,21,1,12,4
1,5,39,2,19,1,12,1
1,4,29,3,15,6,10,6
1,-2,66,3,14,1,12,1
2,2,53,4,10,4,12,1
2,3,36,2,6,4,3,3
1,2,64,6,11,1,1,1
2,1,35,4,1,6,12,2
1,1,34,5,6,1,12,1
2,3,54,99,15,4,11,1
2,3,28,99,2,1,1,1
1,4,66,6,21,1,2,1
1,1,32,99,15,6,12,3
2,5,56,6,20,1,1,1
2,2,40,99,10,1,2,3
1,5,68,2,19,1,5,1
1,3,80,7,10,1,1,1
1,4,74,6,14,1,11,1
2,4,31,3,18,1,11,1
2,4,28,2,7,6,5,1
2,4,75,1,8,6,10,1
1,3,44,5,18,6,2,1
1,2,27,99,4,6,9,1
2,3,74,5,8,4,12,1
1,-2,38,2,22,1,2,1
1,4,64,6,9,1,4,1
2,3,56,7,1,4,11,5
1,4,72,3,21,1,10,1
2,3,63,2,17,1,11,1
2,5,31,1,6,6,12,1
2,4,27,3,7,6,1,1
2,2,58,99,2,4,12,1
1,3,38,7,4,1,1,1
1,4,53,6,17,1,2,1
2,4,58,2,22,1,1,1
1,3,51,7,11,1,2,6
2,3,41,99,12,1,12,1
2,2,18,99,21,6,12,4
2,5,38,3,21,1,1,1
2,3,72,4,1,1,1,1
1,4,51,4,18,1,11,1
1,1,37,4,1,6,3,1
1,4,76,6,10,1,1,1
2,4,51,3,21,1,1,1
1,4,80,4,15,1,1,1
1,4,71,3,20,1,10,1
1,4,21,6,22,6,1,1
2,3,-9,1,-9,1,2,3
2,3,53,99,15,1,11,1
2,4,79,4,14,1,5,1
1,4,37,6,11,1,11,1
2,2,74,4,11,1,1,1
2,4,57,2,8,4,1,1
1,2,80,99,1,4,12,5
-9,2,56,4,4,6,12,-9
2,-2,61,6,14,3,1,1
2,5,30,6,15,1,2,1
1,3,31,4,2,6,2,3
2,3,66,4,20,1,1,1
1,5,74,5,16,1,1,1
1,5,78,6,13,1,1,6
1,2,28,99,10,6,11,5
2,2,78,6,-9,1,1,1
1,4,68,6,-9,1,1,5
2,3,66,2,6,3,12,1
2,3,31,3,12,5,11,3
2,2,22,2,1,6,11,1
2,5,79,2,14,4,9,1
1,3,54,2,10,6,12,1
2,2,51,99,15,1,1,1
2,1,63,99,6,1,1,1
2,4,60,2,8,1,1,1
2,3,63,5,18,1,11,1
1,4,27,6,12,6,2,1
2,3,52,1,14,1,6,2
2,5,49,4,10,6,2,1
1,5,38,3,18,6,12,6
2,4,40,5,21,6,2,1
1,5,32,6,15,1,2,1
2,3,29,1,16,6,1,3
2,3,79,6,12,3,2,1
1,3,80,6,22,1,2,1
2,3,71,7,10,1,1,1
2,3,24,3,6,6,11,1
2,2,44,99,-9,6,12,1
1,2,59,4,20,1,2,1
-9,-9,-9,4,-9,-9,-9,-9
2,4,38,3,11,1,10,1
2,3,36,6,20,1,1,1
1,3,60,4,2,1,1,1
1,2,38,4,5,6,9,1
2,4,39,99,7,4,3,1
2,5,71,5,19,1,1,1
1,1,29,99,4,6,2,3
1,3,42,6,18,1,1,6
1,4,80,4,18,1,1,4
2,4,52,2,22,1,5,1
1,2,49,4,10,6,12,2
1,2,69,7,17,1,11,1
1,3,60,3,1,1,1,1
2,3,69,4,22,1,10,1
2,3,69,4,17,1,11,6
2,4,27,4,-9,6,1,1
2,3,30,1,1,6,12,2
2,4,56,99,10,1,11,2
2,4,33,6,14,6,1,1
2,3,36,3,2,6,12,1
2,4,65,3,7,4,11,6
2,3,51,4,14,1,1,1
2,3,73,2,7,1,11,1
1,4,79,6,-9,1,1,1
1,3,20,5,7,1,1,1
2,4,24,4,8,1,1,1
1,2,20,4,1,6,10,1
1,5,35,3,20,1,1,1
2,3,23,5,9,1,4,1
2,3,57,4,16,5,12,1
1,3,66,3,6,1,10,1
1,4,62,6,4,4,9,4
2,5,65,2,20,1,11,1
2,3,67,4,3,3,4,1
1,2,49,3,3,1,12,1
2,5,36,5,21,1,2,1
1,2,27,4,6,1,2,1
2,3,26,4,-9,1,11,1
1,3,59,6,11,3,11,1
2,3,61,99,3,4,12,1
1,5,30,99,10,1,5,1
2,4,25,99,18,6,11,2
1,5,38,2,19,1,2,1
2,-2,51,4,22,6,11,1
2,2,80,6,12,3,1,1
1,5,-9,-9,-9,-9,-9,-9
1,3,80,5,6,3,2,1
1,4,-9,4,-9,4,1,1
2,3,37,4,13,1,12,1
2,4,43,7,19,1,1,1
1,4,65,1,2,6,11,1
2,1,76,4,5,4,-9,2
2,2,56,99,1,3,11,1
1,3,39,2,20,1,9,3
1,2,40,99,6,6,11,1
2,-2,80,5,10,3,2,6
2,-2,27,99,1,6,2,1
2,4,36,6,20,1,2,1
1,4,28,6,19,6,2,1
1,2,-9,99,-9,-9,-9,-9
2,3,62,4,22,4,2,5
1,5,59,4,19,1,9,1
1,4,74,6,15,1,2,1
1,3,71,4,7,6,12,1
1,2,28,4,5,6,11,6
2,5,44,2,15,6,12,1
1,2,45,1,19,1,9,1
2,5,80,2,6,3,10,1
1,2,59,6,13,1,1,1
1,4,69,3,11,1,1,1
2,3,47,99,7,4,11,2
2,4,60,6,15,1,1,1
2,4,39,2,22,1,11,1
1,3,80,7,1,1,1,1
1,2,58,6,18,1,1,1
1,3,62,5,7,4,12,1
2,3,48,99,6,4,12,2
1,5,35,4,21,6,2,1
1,4,43,4,8,1,1,2
1,3,48,6,10,4,1,1
2,5,37,1,1,6,10,6
1,4,43,2,17,1,10,1
2,4,53,1,22,1,10,1
1,3,59,6,12,4,11,2
2,2,24,4,1,6,11,2
1,3,80,99,1,3,2,1
1,3,55,3,15,1,2,1
2,3,50,4,6,6,11,2
2,4,22,3,2,6,11,3
1,4,57,6,17,1,1,3
2,2,78,2,1,4,12,6
2,2,20,3,8,6,5,3
1,2,79,4,1,1,12,1
1,5,42,5,22,1,12,1
1,3,55,5,1,1,11,2
1,1,18,6,1,6,1,1
2,3,18,3,10,6,1,3
2,3,-9,4,17,6,1,1
1,4,36,2,19,1,7,4
1,2,57,6,1,4,4,1
2,3,61,2,22,1,2,1
2,3,21,2,7,6,12,3
1,3,54,4,15,1,1,1
1,4,38,3,20,1,2,1
1,3,73,2,10,1,2,1
2,5,39,2,5,6,10,1
2,3,67,99,10,4,10,1
1,3,75,6,12,1,1,1
2,4,74,6,8,1,1,1
1,5,45,6,19,1,1,1
2,2,39,4,6,4,11,2
2,5,80,6,8,6,1,1
2,3,74,99,1,1,1,1
2,5,41,3,18,1,2,1
2,1,50,2,1,1,11,3
1,3,32,4,14,6,10,3
1,4,47,4,10,4,12,4
2,2,46,4,1,6,1,2
2,5,62,1,11,4,10,1
1,4,45,4,21,1,10,1
2,5,52,99,19,6,11,2
2,2,52,4,11,1,2,2
2,2,70,4,-9,1,1,1
1,5,52,4,22,1,2,1
1,5,74,7,22,1,1,1
2,2,66,2,15,1,1,1
2,-2,66,-9,22,4,2,1
2,5,70,3,21,1,1,1
1,2,18,1,20,6,12,1
2,3,24,3,2,6,11,1
1,4,55,4,17,1,12,2
2,5,53,2,15,1,1,6
1,3,40,7,17,1,12,1
1,4,39,99,16,1,2,3
2,5,-9,2,-9,-9,1,1
2,2,52,4,-9,1,12,1
2,3,54,99,18,4,12,1
2,5,39,4,17,4,2,1
1,4,64,99,4,1,11,1
2,2,30,1,1,5,1,3
2,5,31,1,9,1,11,2
1,3,37,6,6,1,1,1
1,2,40,99,1,6,12,2
1,4,80,5,17,3,1,1
1,5,62,3,19,1,1,1
1,4,33,2,4,6,5,1
1,4,37,3,17,1,2,1
2,4,52,6,17,1,1,1
1,2,48,4,8,1,11,2
1,3,36,7,8,6,11,1
2,4,33,5,-9,1,11,1
2,3,68,99,2,4,1,1
2,3,65,4,3,1,1,2
1,4,51,3,12,4,2,3
2,2,25,99,1,6,12,1
2,3,62,99,5,4,1,1
2,1,54,99,1,4,11,3
2,3,22,99,13,6,11,2
1,2,-9,99,-9,1,11,1
2,3,80,6,-9,3,12,1
1,5,48,6,19,1,3,1
2,5,37,3,19,1,12,1
1,5,34,4,21,1,2,1
1,3,79,7,8,1,1,1
2,5,80,4,20,1,1,2
2,5,72,2,11,1,11,1
2,5,69,5,22,3,5,1
2,3,41,6,22,1,11,1
2,4,68,4,-9,4,11,1
2,3,63,5,-9,1,1,1
2,3,54,99,22,1,11,2
2,2,58,6,1,4,12,3
2,3,69,5,13,1,12,1
1,2,65,4,11,3,12,1
1,5,46,2,1,4,3,1
2,5,62,4,-9,4,2,1
1,3,29,2,15,1,11,1
2,2,61,3,17,4,10,1
1,4,52,4,1,1,10,1
1,4,55,7,20,1,11,1
2,4,27,4,13,6,12,1
1,3,60,3,17,1,1,1
2,2,56,4,16,4,1,1
2,2,-9,3,-9,1,10,1
1,4,69,2,2,6,10,1
2,3,66,4,7,4,12,1
2,4,46,4,22,3,12,1
1,5,65,4,22,4,2,1
1,3,50,3,14,1,2,1
1,4,50,99,15,1,2,3
1,3,29,5,19,1,1,6
2,5,35,3,19,1,1,1
2,3,61,2,7,4,2,1
2,1,51,1,1,4,11,1
1,3,29,2,17,6,2,1
2,4,67,2,20,3,2,1
1,4,53,5,22,1,1,1
2,4,62,4,22,1,12,1
2,5,62,2,18,1,11,1
2,4,30,2,14,1,11,1
1,5,-9,5,17,1,8,4
1,3,55,4,1,4,9,1
2,-2,31,99,8,1,11,3
1,2,53,6,21,1,1,1
2,2,66,3,3,4,2,5
1,4,80,6,1,1,2,1
2,5,59,2,21,1,1,1
2,4,68,7,9,1,1,1
2,4,49,5,17,1,3,1
2,5,70,2,10,4,1,1
2,5,36,1,11,6,12,1
1,3,49,7,21,1,2,1
1,3,19,99,1,6,9,3
2,5,38,2,19,1,10,1
2,5,-9,99,-9,-9,-9,-9
1,2,25,99,7,6,11,1
1,3,66,2,4,1,11,5
2,4,39,5,19,1,11,1
2,3,79,4,4,3,11,2
1,3,-9,6,22,1,11,1
1,4,-9,6,15,1,1,1
1,1,52,7,22,6,3,1
2,5,34,2,15,1,2,1
2,5,30,4,21,1,6,3
1,2,47,3,9,1,1,2
1,5,66,5,22,1,2,1
1,4,58,4,2,6,12,1
1,3,73,5,7,1,12,4
1,4,26,4,10,6,3,3
1,5,80,4,21,1,11,1
2,5,50,4,-9,1,11,1
1,1,26,6,1,6,12,1
1,2,54,99,2,6,11,1
1,3,31,5,15,6,12,2
2,4,34,4,-9,6,11,-9
2,5,30,5,20,6,2,1
1,5,68,4,21,1,2,1
2,2,78,7,8,1,1,1
1,5,29,4,19,1,1,1
2,2,71,4,-9,1,2,1
2,2,55,4,3,1,11,2
1,3,18,4,11,6,2,2
2,5,29,2,18,1,10,1
2,4,55,6,10,6,11,1
2,3,49,99,5,4,11,1
1,3,37,99,10,6,12,1
2,3,48,99,1,1,2,1
2,4,60,7,7,1,1,1
1,5,74,7,15,1,1,1
1,3,63,4,22,4,4,1
1,3,71,6,-9,1,12,1
2,4,48,2,12,1,10,1
2,-2,70,4,6,4,12,1
2,3,60,2,7,1,12,1
1,3,38,6,18,1,2,1
2,4,42,4,13,1,11,3
2,5,42,4,10,6,1,1
2,3,64,6,-9,1,1,1
2,3,53,1,1,6,11,1
1,3,49,6,5,1,11,1
1,4,80,5,22,1,1,1
2,2,69,99,6,5,1,1
1,3,79,3,14,1,2,1
2,1,65,4,7,4,7,6
1,5,45,6,21,1,11,1
2,3,32,2,10,6,9,1
2,3,65,3,12,1,2,1
2,1,29,4,6,5,9,1
2,-2,80,4,11,3,1,1
1,3,58,99,10,6,2,1
2,1,18,99,15,6,2,3
1,3,-9,99,10,1,2,5
1,3,75,99,12,4,2,1
1,4,20,3,20,6,1,3
2,3,35,99,11,6,11,2
1,3,62,2,5,6,5,1
1,5,65,1,10,1,12,2
2,3,66,99,11,3,12,1
2,3,76,6,5,3,2,1
2,4,54,2,5,1,12,1
1,5,55,1,18,1,9,1
2,4,45,99,21,5,12,3
1,3,71,3,12,4,5,1
2,2,73,4,1,6,11,5
2,5,39,5,18,1,1,1
2,4,37,1,21,1,9,1
1,1,35,3,4,6,12,2
2,4,-9,6,-9,1,1,1
1,3,59,5,22,1,12,1
2,5,40,3,11,1,2,1
2,3,36,3,1,1,11,1
1,4,32,4,21,1,10,1
2,3,24,6,10,6,3,1
1,3,65,6,17,1,1,1
1,4,71,2,5,4,10,1
1,4,73,5,8,1,2,1
1,2,23,4,17,6,12,1
1,3,43,6,18,1,1,1
2,5,67,4,12,4,11,1
1,5,74,2,12,1,12,3
1,5,55,2,21,1,9,3
1,5,33,3,22,1,12,1
2,2,68,2,5,3,1,1
1,3,65,4,22,6,1,1
2,4,38,1,15,6,9,1
1,2,72,6,7,1,1,1
1,2,57,3,7,1,2,5
-9,5,54,2,-9,4,11,1
1,4,33,2,18,6,9,1
1,3,22,6,1,6,12,1
1,4,37,4,13,1,12,1
1,2,69,99,9,1,1,1
2,1,44,4,1,6,11,2
1,4,75,4,18,1,1,1
2,3,44,99,2,1,12,3
2,3,23,99,18,6,9,3
2,2,19,1,18,6,12,1
1,2,66,99,14,1,2,3
1,3,63,3,10,1,1,2
2,4,-9,7,12,4,1,1
2,2,62,2,10,1,2,1
1,3,60,99,8,1,11,1
2,3,44,99,1,6,11,1
2,3,59,99,15,1,2,1
1,4,42,5,20,1,2,1
2,4,38,4,13,1,11,1
2,3,30,6,13,1,11,1
2,3,27,4,11,1,9,1
2,3,66,4,4,4,1,1
1,3,55,6,8,4,1,2
1,3,34,2,3,6,12,1
1,3,72,6,18,4,10,1
1,1,18,6,10,6,11,1
2,4,80,6,-9,1,1,1
1,3,28,99,9,1,-9,3
1,2,57,6,4,4,2,1
1,3,71,4,7,1,11,2
2,4,70,2,5,3,1,1
2,5,38,5,16,1,1,1
2,4,46,1,19,6,5,1
1,5,44,2,16,1,9,1
1,5,79,6,-9,1,1,1
2,5,43,2,22,1,12,1
1,3,43,6,15,6,11,1
2,1,-9,99,22,3,1,1
2,3,61,2,1,4,11,1
2,3,61,7,11,1,1,1
2,1,38,4,19,1,12,4
1,4,60,5,14,1,11,2
1,4,23,2,19,6,1,2
2,3,41,6,4,1,1,1
1,4,49,5,13,6,1,1
2,5,39,6,21,1,2,1
2,3,32,6,10,1,2,1
2,3,46,6,-9,1,1,1
1,3,43,4,19,1,4,1
1,1,58,99,5,4,2,1
2,2,25,5,1,6,6,2
1,4,37,99,11,6,1,4
2,3,60,5,6,1,1,1
2,5,34,5,15,1,11,1
1,4,37,4,1,4,12,5
2,3,69,5,10,1,2,1
2,4,40,99,22,1,2,1
1,4,43,2,17,4,10,5
1,3,21,3,1,6,1,1
1,1,64,4,1,4,2,1
2,4,46,3,16,4,12,1
2,3,41,99,5,1,2,3
2,4,32,99,11,6,10,1
2,3,67,3,1,3,11,2
2,5,-9,2,11,6,11,1
1,4,80,99,10,3,5,1
1,3,73,3,4,3,12,1
1,1,36,99,11,6,12,1
2,3,76,4,1,3,12,4
1,4,80,5,2,3,1,1
2,1,21,99,11,6,11,2
1,2,77,6,7,3,1,1
2,3,47,4,15,1,4,3
2,5,29,6,13,6,11,2
1,3,42,5,12,4,11,1
1,2,43,4,17,1,12,5
2,4,45,99,11,1,12,4
1,4,-9,4,17,1,10,3
2,4,49,5,19,1,12,1
1,4,75,-9,-9,1,1,1
2,4,80,6,10,3,1,1
2,5,39,2,15,6,1,2
2,3,73,2,22,1,1,1
2,2,26,6,22,6,11,3
2,2,59,4,1,1,2,1
2,2,25,99,4,6,12,1
1,4,28,99,4,6,11,2
1,4,22,4,17,6,2,1
1,2,40,99,1,6,2,3
2,3,47,2,20,1,12,1
2,5,56,2,20,4,1,1
1,5,32,6,21,1,2,1
2,2,78,6,-9,4,2,2
1,5,72,1,22,1,9,1
2,5,34,3,20,1,1,1
1,3,70,5,11,1,2,1
1,2,26,4,7,1,11,1
1,4,27,2,6,6,9,3
1,2,74,6,22,1,1,1
2,3,64,5,8,1,1,1
1,2,80,6,9,1,2,1
1,5,58,5,21,1,11,1
2,4,56,4,19,4,2,1
1,3,68,5,17,1,10,1
1,4,78,4,8,1,1,1
2,2,-9,99,21,4,9,4
2,-2,20,4,12,6,2,1
1,3,33,3,7,5,12,2
2,3,80,3,5,3,1,1
2,4,50,5,13,6,2,1
1,1,62,99,15,1,1,3
1,5,35,3,22,1,10,1
2,2,63,5,20,1,12,3
2,2,70,99,2,3,1,2
1,5,27,5,5,6,1,1
2,3,62,6,4,1,1,1
2,4,29,2,16,1,10,1
1,3,61,99,4,5,11,2
2,2,19,2,1,6,2,4
2,3,27,99,16,1,12,1
2,3,73,6,14,1,4,1
2,3,31,2,5,6,7,1
1,5,50,2,22,1,9,1
2,1,60,3,1,6,11,2
-9,3,55,5,-9,1,11,5
2,4,30,1,5,6,9,1
1,3,25,99,3,6,9,4
2,3,20,99,1,6,2,1
-9,5,-9,4,-9,1,11,-9
2,4,47,2,10,1,12,1
2,2,61,4,12,1,1,1
2,4,29,99,3,1,12,1
1,2,70,7,10,1,1,1
2,3,56,1,2,4,12,3
1,2,59,3,20,1,12,1
2,5,73,1,16,6,11,1
2,2,71,4,1,3,11,1
2,5,32,2,20,1,12,4
2,3,79,99,21,1,2,1
2,4,-9,3,16,1,2,1
2,2,49,99,1,5,11,1
2,2,43,2,12,4,12,1
2,4,39,2,13,1,10,3
2,3,46,6,13,1,1,2
2,2,47,99,6,4,12,1
2,3,72,6,11,1,1,1
2,3,78,2,18,4,8,4
1,3,68,7,19,1,1,1
2,4,47,4,20,1,9,1
1,2,74,4,10,1,2,1
1,2,-9,7,-9,1,2,1
1,5,73,2,15,1,1,1
1,4,31,3,17,1,1,1
2,2,60,4,1,1,11,2
2,4,54,2,21,1,9,1
2,3,54,2,18,1,11,1
1,3,76,3,5,1,-9,1
2,1,67,99,4,3,11,1
2,5,59,6,21,1,1,1
2,4,30,5,14,6,12,1
1,2,67,6,17,1,2,1
2,5,62,6,-9,4,1,1
1,4,24,5,4,6,10,1
1,1,20,2,19,6,11,6
1,4,59,2,14,6,1,2
1,3,54,99,5,6,12,1
2,3,59,2,-9,3,12,1
1,2,39,3,1,6,1,1
1,2,28,5,15,6,12,1
2,5,47,4,21,4,1,1
2,3,61,4,22,1,11,1
1,5,37,3,16,6,1,1
1,3,40,4,8,1,1,2
2,2,70,99,4,3,2,1
1,3,69,6,-9,1,11,1
2,4,64,6,20,1,2,1
1,3,48,6,18,1,2,1
2,4,54,4,10,4,2,6
2,4,74,6,11,3,2,1
1,2,28,4,11,6,12,1
1,2,39,99,-9,4,11,1
2,5,57,2,21,1,11,4
1,1,44,99,-5,6,12,1
2,2,80,99,-9,3,11,2
1,3,31,6,13,4,1,1
2,3,43,4,17,1,12,1
2,5,37,1,19,1,12,1
1,5,80,6,10,3,4,1
2,5,53,5,17,1,1,4
1,1,65,99,2,3,11,1
1,2,37,7,17,1,2,1
1,4,48,4,1,1,12,6
1,2,56,5,19,1,2,1
1,3,40,6,17,1,3,1
1,1,34,4,9,1,2,1
2,3,32,99,1,1,11,3
2,5,30,6,6,4,12,1
2,4,34,3,21,4,12,1
2,2,80,4,6,3,2,1
1,4,46,4,22,1,2,4
1,4,64,5,17,3,1,1
2,5,44,2,17,1,11,1
1,4,38,99,17,1,5,1
2,3,76,99,11,1,1,1
1,5,42,3,22,1,2,1
1,4,24,6,19,1,1,1
1,3,28,4,8,6,2,6
1,4,52,4,21,1,9,1
1,3,32,6,21,1,11,3
2,3,62,4,17,6,2,1
1,4,41,2,17,6,5,1
1,2,19,3,17,6,10,6
1,5,74,2,17,4,5,1
2,3,40,99,1,6,11,1
1,3,26,3,11,1,4,1
2,3,52,99,20,1,12,2
2,5,46,7,16,1,1,6
2,5,41,2,12,1,1,1
2,3,24,99,4,5,12,1
2,5,46,6,11,1,1,4
2,3,34,99,11,1,12,1
1,5,76,2,14,1,1,1
2,2,71,6,22,3,2,1
2,4,52,6,10,4,1,1
2,2,78,99,4,1,1,1
2,4,56,4,11,4,2,1
2,5,-9,2,-9,1,9,1
1,4,38,3,1,6,1,6
1,3,63,99,2,4,11,2
1,2,65,7,8,1,1,1
1,2,44,5,15,1,11,1
2,4,62,6,12,3,2,1
2,4,29,3,5,6,10,1
2,5,38,99,13,1,2,3
2,4,34,2,21,6,7,1
1,5,56,4,17,6,12,1
1,5,55,2,20,1,2,1
1,2,67,7,10,1,11,1
2,5,34,1,1,1,2,6
2,2,80,5,1,1,1,1
2,2,30,99,17,6,12,1
2,3,55,99,16,1,1,1
1,5,30,1,19,6,3,1
2,5,66,2,21,1,2,1
1,2,31,2,9,6,11,1
2,2,41,2,13,1,10,1
2,3,71,1,17,1,9,1
1,4,60,1,9,6,9,1
1,3,58,5,3,4,11,1
1,3,36,4,3,6,2,1
2,5,60,3,19,4,12,1
2,5,-9,7,-9,3,1,1
2,5,-9,99,-9,1,-9,6
2,2,77,2,22,4,1,1
1,4,28,4,21,1,9,1
1,4,40,4,10,6,11,1
2,4,61,6,16,1,2,1
1,3,45,4,10,6,11,2
2,3,21,6,-9,6,2,1
1,4,27,4,1,1,1,1
2,4,28,1,5,6,12,1
2,3,37,6,1,1,11,2
2,3,24,4,7,6,12,1
2,5,72,4,-9,1,1,1
2,4,60,4,22,1,2,1
2,3,29,4,9,1,1,1
1,3,70,4,4,1,9,1
2,5,65,2,20,3,11,1
1,4,60,2,17,4,1,1
1,4,64,2,22,1,11,1
2,1,61,4,10,5,12,1
1,2,62,99,17,1,2,1
1,3,70,4,4,6,11,1
2,3,40,99,-9,-9,1,1
2,5,36,99,15,6,11,2
1,2,41,5,22,1,10,4
2,4,68,3,22,4,1,1
2,3,56,4,2,4,2,1
2,3,29,4,6,1,11,6
1,4,58,5,21,1,1,1
2,5,-9,5,20,4,1,2
1,3,80,7,11,1,1,1
2,4,25,1,10,4,10,1
2,3,72,2,1,3,12,2
1,4,47,99,9,1,12,1
1,1,50,3,6,1,2,3
1,4,53,3,-9,4,9,1
2,5,50,6,16,4,11,1
1,2,46,99,18,1,11,1
1,3,60,5,17,4,10,1
-9,3,66,6,4,-9,2,1
2,3,26,4,4,4,11,3
2,4,71,6,21,1,2,1
2,4,40,7,1,1,8,6
1,4,75,7,17,1,2,1
2,3,49,4,16,1,10,1
1,-2,57,99,2,1,2,1
1,4,36,2,17,4,1,1
2,3,29,99,13,1,4,3
1,4,57,1,19,1,1,1
2,3,57,6,21,1,1,1
2,3,36,99,5,4,3,1
2,4,74,6,-9,1,1,1
2,4,63,7,10,1,1,1
2,2,42,6,10,1,11,1
2,5,-9,99,22,1,2,4
2,2,28,99,8,1,11,1
2,3,69,4,18,1,2,1
2,5,56,3,10,6,4,1
2,4,23,3,9,6,1,2
1,3,62,99,12,1,11,1
1,3,58,6,22,1,1,1
1,4,23,2,8,6,1,1
1,3,34,2,10,6,9,6
1,2,62,7,17,1,1,1
1,4,28,4,8,6,12,4
2,4,54,5,19,1,2,1
1,3,-9,99,1,6,12,1
1,2,20,99,1,6,12,2
1,2,76,99,6,1,1,1
2,3,54,5,4,4,12,1
1,3,71,3,14,1,12,1
2,3,20,99,1,6,9,6
1,2,44,4,1,6,12,1
2,4,-9,99,10,1,1,2
1,5,30,5,20,1,2,3
-9,-9,-9,6,-9,-9,-9,-9
2,3,43,6,8,4,11,1
1,3,-9,4,14,6,1,1
1,3,58,5,19,1,12,1
1,5,75,3,1,1,1,1
2,3,58,99,7,6,11,2
1,4,71,6,12,4,12,1
2,3,64,6,-9,1,11,1
1,2,-9,99,-9,6,11,2
2,3,66,4,4,4,10,1
2,4,44,4,10,4,11,1
2,5,-9,3,10,1,1,1
2,3,75,2,3,3,1,1
2,5,38,4,6,6,2,1
1,3,26,5,18,6,2,1
1,3,69,6,4,1,1,1
2,4,51,99,19,6,2,1
1,5,53,1,-9,1,10,1
2,4,29,3,9,1,9,3
1,2,46,6,4,6,12,1
1,3,30,4,6,1,2,3
1,3,33,4,19,1,11,1
2,2,65,99,1,1,11,2
1,3,72,6,9,1,1,1
1,3,31,2,15,1,9,1
2,4,80,6,14,6,1,1
2,3,39,4,20,1,3,3
2,3,35,4,1,6,11,1
1,4,26,4,6,1,4,1
1,3,37,99,6,3,11,3
2,1,80,99,1,3,1,1
2,5,34,2,22,1,2,1
1,5,66,4,10,1,2,1
-9,5,36,99,-9,-9,12,2
1,2,34,2,1,6,11,2
2,3,63,5,9,4,11,2
2,4,29,1,8,4,12,3
2,2,60,6,20,1,1,1
-9,3,-9,4,-9,6,1,5
1,1,73,99,6,1,11,1
1,3,25,6,8,6,9,1
1,5,55,4,22,4,9,1
2,4,27,6,1,6,11,2
1,4,22,3,20,6,10,4
2,2,77,99,6,1,2,1
2,3,26,99,1,6,12,-9
2,3,19,2,17,6,9,1
-9,-9,-9,99,-9,-9,-9,-9
2,-2,76,6,5,3,1,1
2,5,60,6,22,1,1,1
1,1,64,99,6,1,11,1
2,1,19,99,1,6,12,3
2,2,42,4,11,1,11,6
2,2,80,5,12,3,1,1
2,3,65,99,19,1,12,2
1,3,57,2,5,3,9,1
1,-2,-9,6,-9,1,1,1
1,4,80,2,7,1,2,1
1,3,39,5,17,1,1,1
1,4,76,7,11,1,1,1
1,3,44,4,7,4,1,2
2,3,29,4,1,6,12,3
2,3,59,6,12,1,1,1
1,4,37,2,10,4,12,1
2,3,66,7,1,1,1,1
1,5,71,6,17,1,1,1
1,4,35,3,17,1,1,1
2,3,47,6,15,1,1,1
2,3,40,6,1,1,3,3
1,1,80,99,3,3,1,1
1,2,19,7,4,6,1,6
1,2,19,4,4,5,2,3
2,3,38,4,11,5,11,3
2,3,73,5,22,3,1,1
2,4,41,2,22,1,5,1
2,4,54,99,-9,1,2,1
2,3,69,99,14,1,1,1
1,2,22,3,3,6,10,1
1,3,20,4,1,6,2,6
2,5,48,1,19,1,12,1
2,4,72,2,14,3,12,1
1,2,80,6,5,6,1,1
1,4,42,6,16,1,1,1
1,4,26,4,11,6,10,1
2,4,41,1,19,6,10,1
2,1,35,5,1,6,12,2
2,2,53,99,1,1,2,1
1,5,77,2,20,3,2,1
1,4,25,3,15,1,10,3
2,-2,66,6,-9,1,1,1
2,3,63,99,7,3,2,1
2,5,40,6,1,4,1,1
2,3,69,4,8,1,7,5
2,2,48,3,4,6,2,1
2,4,29,4,15,1,2,1
2,5,37,4,20,1,3,1
2,4,24,2,11,6,10,2
1,2,28,99,2,6,12,2
2,5,-9,3,7,6,2,1
1,4,37,2,17,1,12,1
2,3,68,2,19,1,2,1
1,4,70,4,10,1,2,1
2,4,80,7,16,3,1,1
2,4,66,2,-9,1,12,1
2,3,46,2,14,1,12,1
2,3,19,99,-9,6,11,3
1,5,-9,1,-9,1,12,-9
1,2,60,4,9,1,11,3
2,4,57,3,20,4,5,1
2,5,58,2,12,1,1,1
1,3,76,7,22,1,1,1
1,-2,80,4,9,1,12,1
2,3,22,99,22,3,12,1
2,5,75,2,-9,1,12,1
1,4,58,4,1,6,11,1
2,2,51,2,12,5,9,1
1,2,23,5,1,6,10,3
2,1,47,4,11,1,1,1
-9,4,73,5,1,-9,1,6
1,4,48,5,17,1,11,1
1,5,66,6,14,1,2,4
2,4,47,4,8,6,1,1
2,4,67,6,14,3,1,1
1,5,62,99,18,1,11,2
2,3,40,3,4,4,11,1
2,4,41,5,-9,1,1,1
2,2,74,6,4,1,2,1
2,4,38,3,18,1,4,1
1,5,65,2,21,1,11,1
1,3,46,99,3,1,11,2
2,5,35,6,20,1,1,1
